"","X","MatchAsgName","cluster","Competitors"
"56",56,"NTN CORPORATION",14,"ACUITY BRANDS INC, ACUSHNET COMPANY, ALLIANT TECHSYSTEMS INC, ALSTOM (SWITZERLAND) LTD, ALUMINUM COMPANY OF AMERICA, ARVINMERITOR GMBH, ASHLAND INC, ASHLAND PRODUCTS INC, AUTOLIV ASP INC, BORGWARNER INC, BRUNSWICK CORPORATION, CALLAWAY GOLF COMPANY, COLOR KINETICS INCORPORATED, DAIMLERCHRYSLER AG, DAIMLERCHRYSLER CORPORATION, DANA CORPORATION, DENSO CORPORATION, EATON CORPORATION, FISHER CONTROLS INTERNATIONAL INC, FMC TECHNOLOGIES INC, FORD GLOBAL TECHNOLOGIES INC, FORD MOTOR COMPANY, GENLYTE THOMAS GROUP LLC, GENTEX CORPORATION, HERMAN MILLER INC, HILL ROM SERVICES INC, LEAR CORPORATION, MODINE MANUFACTURING COMPANY, NISSAN MOTOR CO LTD, OTIS ELEVATOR COMPANY, PARKER HANNIFIN CORPORATION, SIEMENS VDO AUTOMOTIVE CORPORATION, SIEMENS VDO AUTOMOTIVE INC, SIEMENS WESTINGHOUSE POWER CORPORATION, SPX CORPORATION, STEELCASE DEVELOPMENT CORPORATION, STERIS INC, THE STANLEY WORKS, THE TIMKEN COMPANY, TOYODA GOSEI CO LTD, TOYOTA JIDOSHA KABUSHIKI KAISHA, UNITED TECHNOLOGIES CORPORATION, WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION"
"57",57,"OTIS ELEVATOR COMPANY",14,"ACUITY BRANDS INC, ACUSHNET COMPANY, ALLIANT TECHSYSTEMS INC, ALSTOM (SWITZERLAND) LTD, ALUMINUM COMPANY OF AMERICA, ARVINMERITOR GMBH, ASHLAND INC, ASHLAND PRODUCTS INC, AUTOLIV ASP INC, BORGWARNER INC, BRUNSWICK CORPORATION, CALLAWAY GOLF COMPANY, COLOR KINETICS INCORPORATED, DAIMLERCHRYSLER AG, DAIMLERCHRYSLER CORPORATION, DANA CORPORATION, DENSO CORPORATION, EATON CORPORATION, FISHER CONTROLS INTERNATIONAL INC, FMC TECHNOLOGIES INC, FORD GLOBAL TECHNOLOGIES INC, FORD MOTOR COMPANY, GENLYTE THOMAS GROUP LLC, GENTEX CORPORATION, HERMAN MILLER INC, HILL ROM SERVICES INC, LEAR CORPORATION, MODINE MANUFACTURING COMPANY, NISSAN MOTOR CO LTD, NTN CORPORATION, PARKER HANNIFIN CORPORATION, SIEMENS VDO AUTOMOTIVE CORPORATION, SIEMENS VDO AUTOMOTIVE INC, SIEMENS WESTINGHOUSE POWER CORPORATION, SPX CORPORATION, STEELCASE DEVELOPMENT CORPORATION, STERIS INC, THE STANLEY WORKS, THE TIMKEN COMPANY, TOYODA GOSEI CO LTD, TOYOTA JIDOSHA KABUSHIKI KAISHA, UNITED TECHNOLOGIES CORPORATION, WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION"
"58",58,"PARKER HANNIFIN CORPORATION",14,"ACUITY BRANDS INC, ACUSHNET COMPANY, ALLIANT TECHSYSTEMS INC, ALSTOM (SWITZERLAND) LTD, ALUMINUM COMPANY OF AMERICA, ARVINMERITOR GMBH, ASHLAND INC, ASHLAND PRODUCTS INC, AUTOLIV ASP INC, BORGWARNER INC, BRUNSWICK CORPORATION, CALLAWAY GOLF COMPANY, COLOR KINETICS INCORPORATED, DAIMLERCHRYSLER AG, DAIMLERCHRYSLER CORPORATION, DANA CORPORATION, DENSO CORPORATION, EATON CORPORATION, FISHER CONTROLS INTERNATIONAL INC, FMC TECHNOLOGIES INC, FORD GLOBAL TECHNOLOGIES INC, FORD MOTOR COMPANY, GENLYTE THOMAS GROUP LLC, GENTEX CORPORATION, HERMAN MILLER INC, HILL ROM SERVICES INC, LEAR CORPORATION, MODINE MANUFACTURING COMPANY, NISSAN MOTOR CO LTD, NTN CORPORATION, OTIS ELEVATOR COMPANY, SIEMENS VDO AUTOMOTIVE CORPORATION, SIEMENS VDO AUTOMOTIVE INC, SIEMENS WESTINGHOUSE POWER CORPORATION, SPX CORPORATION, STEELCASE DEVELOPMENT CORPORATION, STERIS INC, THE STANLEY WORKS, THE TIMKEN COMPANY, TOYODA GOSEI CO LTD, TOYOTA JIDOSHA KABUSHIKI KAISHA, UNITED TECHNOLOGIES CORPORATION, WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION"
"59",59,"SIEMENS VDO AUTOMOTIVE CORPORATION",14,"ACUITY BRANDS INC, ACUSHNET COMPANY, ALLIANT TECHSYSTEMS INC, ALSTOM (SWITZERLAND) LTD, ALUMINUM COMPANY OF AMERICA, ARVINMERITOR GMBH, ASHLAND INC, ASHLAND PRODUCTS INC, AUTOLIV ASP INC, BORGWARNER INC, BRUNSWICK CORPORATION, CALLAWAY GOLF COMPANY, COLOR KINETICS INCORPORATED, DAIMLERCHRYSLER AG, DAIMLERCHRYSLER CORPORATION, DANA CORPORATION, DENSO CORPORATION, EATON CORPORATION, FISHER CONTROLS INTERNATIONAL INC, FMC TECHNOLOGIES INC, FORD GLOBAL TECHNOLOGIES INC, FORD MOTOR COMPANY, GENLYTE THOMAS GROUP LLC, GENTEX CORPORATION, HERMAN MILLER INC, HILL ROM SERVICES INC, LEAR CORPORATION, MODINE MANUFACTURING COMPANY, NISSAN MOTOR CO LTD, NTN CORPORATION, OTIS ELEVATOR COMPANY, PARKER HANNIFIN CORPORATION, SIEMENS VDO AUTOMOTIVE INC, SIEMENS WESTINGHOUSE POWER CORPORATION, SPX CORPORATION, STEELCASE DEVELOPMENT CORPORATION, STERIS INC, THE STANLEY WORKS, THE TIMKEN COMPANY, TOYODA GOSEI CO LTD, TOYOTA JIDOSHA KABUSHIKI KAISHA, UNITED TECHNOLOGIES CORPORATION, WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION"
"60",60,"SIEMENS VDO AUTOMOTIVE INC",14,"ACUITY BRANDS INC, ACUSHNET COMPANY, ALLIANT TECHSYSTEMS INC, ALSTOM (SWITZERLAND) LTD, ALUMINUM COMPANY OF AMERICA, ARVINMERITOR GMBH, ASHLAND INC, ASHLAND PRODUCTS INC, AUTOLIV ASP INC, BORGWARNER INC, BRUNSWICK CORPORATION, CALLAWAY GOLF COMPANY, COLOR KINETICS INCORPORATED, DAIMLERCHRYSLER AG, DAIMLERCHRYSLER CORPORATION, DANA CORPORATION, DENSO CORPORATION, EATON CORPORATION, FISHER CONTROLS INTERNATIONAL INC, FMC TECHNOLOGIES INC, FORD GLOBAL TECHNOLOGIES INC, FORD MOTOR COMPANY, GENLYTE THOMAS GROUP LLC, GENTEX CORPORATION, HERMAN MILLER INC, HILL ROM SERVICES INC, LEAR CORPORATION, MODINE MANUFACTURING COMPANY, NISSAN MOTOR CO LTD, NTN CORPORATION, OTIS ELEVATOR COMPANY, PARKER HANNIFIN CORPORATION, SIEMENS VDO AUTOMOTIVE CORPORATION, SIEMENS WESTINGHOUSE POWER CORPORATION, SPX CORPORATION, STEELCASE DEVELOPMENT CORPORATION, STERIS INC, THE STANLEY WORKS, THE TIMKEN COMPANY, TOYODA GOSEI CO LTD, TOYOTA JIDOSHA KABUSHIKI KAISHA, UNITED TECHNOLOGIES CORPORATION, WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION"
"61",61,"SIEMENS WESTINGHOUSE POWER CORPORATION",14,"ACUITY BRANDS INC, ACUSHNET COMPANY, ALLIANT TECHSYSTEMS INC, ALSTOM (SWITZERLAND) LTD, ALUMINUM COMPANY OF AMERICA, ARVINMERITOR GMBH, ASHLAND INC, ASHLAND PRODUCTS INC, AUTOLIV ASP INC, BORGWARNER INC, BRUNSWICK CORPORATION, CALLAWAY GOLF COMPANY, COLOR KINETICS INCORPORATED, DAIMLERCHRYSLER AG, DAIMLERCHRYSLER CORPORATION, DANA CORPORATION, DENSO CORPORATION, EATON CORPORATION, FISHER CONTROLS INTERNATIONAL INC, FMC TECHNOLOGIES INC, FORD GLOBAL TECHNOLOGIES INC, FORD MOTOR COMPANY, GENLYTE THOMAS GROUP LLC, GENTEX CORPORATION, HERMAN MILLER INC, HILL ROM SERVICES INC, LEAR CORPORATION, MODINE MANUFACTURING COMPANY, NISSAN MOTOR CO LTD, NTN CORPORATION, OTIS ELEVATOR COMPANY, PARKER HANNIFIN CORPORATION, SIEMENS VDO AUTOMOTIVE CORPORATION, SIEMENS VDO AUTOMOTIVE INC, SPX CORPORATION, STEELCASE DEVELOPMENT CORPORATION, STERIS INC, THE STANLEY WORKS, THE TIMKEN COMPANY, TOYODA GOSEI CO LTD, TOYOTA JIDOSHA KABUSHIKI KAISHA, UNITED TECHNOLOGIES CORPORATION, WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION"
"62",62,"SPX CORPORATION",14,"ACUITY BRANDS INC, ACUSHNET COMPANY, ALLIANT TECHSYSTEMS INC, ALSTOM (SWITZERLAND) LTD, ALUMINUM COMPANY OF AMERICA, ARVINMERITOR GMBH, ASHLAND INC, ASHLAND PRODUCTS INC, AUTOLIV ASP INC, BORGWARNER INC, BRUNSWICK CORPORATION, CALLAWAY GOLF COMPANY, COLOR KINETICS INCORPORATED, DAIMLERCHRYSLER AG, DAIMLERCHRYSLER CORPORATION, DANA CORPORATION, DENSO CORPORATION, EATON CORPORATION, FISHER CONTROLS INTERNATIONAL INC, FMC TECHNOLOGIES INC, FORD GLOBAL TECHNOLOGIES INC, FORD MOTOR COMPANY, GENLYTE THOMAS GROUP LLC, GENTEX CORPORATION, HERMAN MILLER INC, HILL ROM SERVICES INC, LEAR CORPORATION, MODINE MANUFACTURING COMPANY, NISSAN MOTOR CO LTD, NTN CORPORATION, OTIS ELEVATOR COMPANY, PARKER HANNIFIN CORPORATION, SIEMENS VDO AUTOMOTIVE CORPORATION, SIEMENS VDO AUTOMOTIVE INC, SIEMENS WESTINGHOUSE POWER CORPORATION, STEELCASE DEVELOPMENT CORPORATION, STERIS INC, THE STANLEY WORKS, THE TIMKEN COMPANY, TOYODA GOSEI CO LTD, TOYOTA JIDOSHA KABUSHIKI KAISHA, UNITED TECHNOLOGIES CORPORATION, WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION"
"63",63,"STEELCASE DEVELOPMENT CORPORATION",14,"ACUITY BRANDS INC, ACUSHNET COMPANY, ALLIANT TECHSYSTEMS INC, ALSTOM (SWITZERLAND) LTD, ALUMINUM COMPANY OF AMERICA, ARVINMERITOR GMBH, ASHLAND INC, ASHLAND PRODUCTS INC, AUTOLIV ASP INC, BORGWARNER INC, BRUNSWICK CORPORATION, CALLAWAY GOLF COMPANY, COLOR KINETICS INCORPORATED, DAIMLERCHRYSLER AG, DAIMLERCHRYSLER CORPORATION, DANA CORPORATION, DENSO CORPORATION, EATON CORPORATION, FISHER CONTROLS INTERNATIONAL INC, FMC TECHNOLOGIES INC, FORD GLOBAL TECHNOLOGIES INC, FORD MOTOR COMPANY, GENLYTE THOMAS GROUP LLC, GENTEX CORPORATION, HERMAN MILLER INC, HILL ROM SERVICES INC, LEAR CORPORATION, MODINE MANUFACTURING COMPANY, NISSAN MOTOR CO LTD, NTN CORPORATION, OTIS ELEVATOR COMPANY, PARKER HANNIFIN CORPORATION, SIEMENS VDO AUTOMOTIVE CORPORATION, SIEMENS VDO AUTOMOTIVE INC, SIEMENS WESTINGHOUSE POWER CORPORATION, SPX CORPORATION, STERIS INC, THE STANLEY WORKS, THE TIMKEN COMPANY, TOYODA GOSEI CO LTD, TOYOTA JIDOSHA KABUSHIKI KAISHA, UNITED TECHNOLOGIES CORPORATION, WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION"
"64",64,"STERIS INC",14,"ACUITY BRANDS INC, ACUSHNET COMPANY, ALLIANT TECHSYSTEMS INC, ALSTOM (SWITZERLAND) LTD, ALUMINUM COMPANY OF AMERICA, ARVINMERITOR GMBH, ASHLAND INC, ASHLAND PRODUCTS INC, AUTOLIV ASP INC, BORGWARNER INC, BRUNSWICK CORPORATION, CALLAWAY GOLF COMPANY, COLOR KINETICS INCORPORATED, DAIMLERCHRYSLER AG, DAIMLERCHRYSLER CORPORATION, DANA CORPORATION, DENSO CORPORATION, EATON CORPORATION, FISHER CONTROLS INTERNATIONAL INC, FMC TECHNOLOGIES INC, FORD GLOBAL TECHNOLOGIES INC, FORD MOTOR COMPANY, GENLYTE THOMAS GROUP LLC, GENTEX CORPORATION, HERMAN MILLER INC, HILL ROM SERVICES INC, LEAR CORPORATION, MODINE MANUFACTURING COMPANY, NISSAN MOTOR CO LTD, NTN CORPORATION, OTIS ELEVATOR COMPANY, PARKER HANNIFIN CORPORATION, SIEMENS VDO AUTOMOTIVE CORPORATION, SIEMENS VDO AUTOMOTIVE INC, SIEMENS WESTINGHOUSE POWER CORPORATION, SPX CORPORATION, STEELCASE DEVELOPMENT CORPORATION, THE STANLEY WORKS, THE TIMKEN COMPANY, TOYODA GOSEI CO LTD, TOYOTA JIDOSHA KABUSHIKI KAISHA, UNITED TECHNOLOGIES CORPORATION, WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION"
"65",65,"THE STANLEY WORKS",14,"ACUITY BRANDS INC, ACUSHNET COMPANY, ALLIANT TECHSYSTEMS INC, ALSTOM (SWITZERLAND) LTD, ALUMINUM COMPANY OF AMERICA, ARVINMERITOR GMBH, ASHLAND INC, ASHLAND PRODUCTS INC, AUTOLIV ASP INC, BORGWARNER INC, BRUNSWICK CORPORATION, CALLAWAY GOLF COMPANY, COLOR KINETICS INCORPORATED, DAIMLERCHRYSLER AG, DAIMLERCHRYSLER CORPORATION, DANA CORPORATION, DENSO CORPORATION, EATON CORPORATION, FISHER CONTROLS INTERNATIONAL INC, FMC TECHNOLOGIES INC, FORD GLOBAL TECHNOLOGIES INC, FORD MOTOR COMPANY, GENLYTE THOMAS GROUP LLC, GENTEX CORPORATION, HERMAN MILLER INC, HILL ROM SERVICES INC, LEAR CORPORATION, MODINE MANUFACTURING COMPANY, NISSAN MOTOR CO LTD, NTN CORPORATION, OTIS ELEVATOR COMPANY, PARKER HANNIFIN CORPORATION, SIEMENS VDO AUTOMOTIVE CORPORATION, SIEMENS VDO AUTOMOTIVE INC, SIEMENS WESTINGHOUSE POWER CORPORATION, SPX CORPORATION, STEELCASE DEVELOPMENT CORPORATION, STERIS INC, THE TIMKEN COMPANY, TOYODA GOSEI CO LTD, TOYOTA JIDOSHA KABUSHIKI KAISHA, UNITED TECHNOLOGIES CORPORATION, WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION"
"66",66,"THE TIMKEN COMPANY",14,"ACUITY BRANDS INC, ACUSHNET COMPANY, ALLIANT TECHSYSTEMS INC, ALSTOM (SWITZERLAND) LTD, ALUMINUM COMPANY OF AMERICA, ARVINMERITOR GMBH, ASHLAND INC, ASHLAND PRODUCTS INC, AUTOLIV ASP INC, BORGWARNER INC, BRUNSWICK CORPORATION, CALLAWAY GOLF COMPANY, COLOR KINETICS INCORPORATED, DAIMLERCHRYSLER AG, DAIMLERCHRYSLER CORPORATION, DANA CORPORATION, DENSO CORPORATION, EATON CORPORATION, FISHER CONTROLS INTERNATIONAL INC, FMC TECHNOLOGIES INC, FORD GLOBAL TECHNOLOGIES INC, FORD MOTOR COMPANY, GENLYTE THOMAS GROUP LLC, GENTEX CORPORATION, HERMAN MILLER INC, HILL ROM SERVICES INC, LEAR CORPORATION, MODINE MANUFACTURING COMPANY, NISSAN MOTOR CO LTD, NTN CORPORATION, OTIS ELEVATOR COMPANY, PARKER HANNIFIN CORPORATION, SIEMENS VDO AUTOMOTIVE CORPORATION, SIEMENS VDO AUTOMOTIVE INC, SIEMENS WESTINGHOUSE POWER CORPORATION, SPX CORPORATION, STEELCASE DEVELOPMENT CORPORATION, STERIS INC, THE STANLEY WORKS, TOYODA GOSEI CO LTD, TOYOTA JIDOSHA KABUSHIKI KAISHA, UNITED TECHNOLOGIES CORPORATION, WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION"
"67",67,"TOYODA GOSEI CO LTD",14,"ACUITY BRANDS INC, ACUSHNET COMPANY, ALLIANT TECHSYSTEMS INC, ALSTOM (SWITZERLAND) LTD, ALUMINUM COMPANY OF AMERICA, ARVINMERITOR GMBH, ASHLAND INC, ASHLAND PRODUCTS INC, AUTOLIV ASP INC, BORGWARNER INC, BRUNSWICK CORPORATION, CALLAWAY GOLF COMPANY, COLOR KINETICS INCORPORATED, DAIMLERCHRYSLER AG, DAIMLERCHRYSLER CORPORATION, DANA CORPORATION, DENSO CORPORATION, EATON CORPORATION, FISHER CONTROLS INTERNATIONAL INC, FMC TECHNOLOGIES INC, FORD GLOBAL TECHNOLOGIES INC, FORD MOTOR COMPANY, GENLYTE THOMAS GROUP LLC, GENTEX CORPORATION, HERMAN MILLER INC, HILL ROM SERVICES INC, LEAR CORPORATION, MODINE MANUFACTURING COMPANY, NISSAN MOTOR CO LTD, NTN CORPORATION, OTIS ELEVATOR COMPANY, PARKER HANNIFIN CORPORATION, SIEMENS VDO AUTOMOTIVE CORPORATION, SIEMENS VDO AUTOMOTIVE INC, SIEMENS WESTINGHOUSE POWER CORPORATION, SPX CORPORATION, STEELCASE DEVELOPMENT CORPORATION, STERIS INC, THE STANLEY WORKS, THE TIMKEN COMPANY, TOYOTA JIDOSHA KABUSHIKI KAISHA, UNITED TECHNOLOGIES CORPORATION, WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION"
"68",68,"TOYOTA JIDOSHA KABUSHIKI KAISHA",14,"ACUITY BRANDS INC, ACUSHNET COMPANY, ALLIANT TECHSYSTEMS INC, ALSTOM (SWITZERLAND) LTD, ALUMINUM COMPANY OF AMERICA, ARVINMERITOR GMBH, ASHLAND INC, ASHLAND PRODUCTS INC, AUTOLIV ASP INC, BORGWARNER INC, BRUNSWICK CORPORATION, CALLAWAY GOLF COMPANY, COLOR KINETICS INCORPORATED, DAIMLERCHRYSLER AG, DAIMLERCHRYSLER CORPORATION, DANA CORPORATION, DENSO CORPORATION, EATON CORPORATION, FISHER CONTROLS INTERNATIONAL INC, FMC TECHNOLOGIES INC, FORD GLOBAL TECHNOLOGIES INC, FORD MOTOR COMPANY, GENLYTE THOMAS GROUP LLC, GENTEX CORPORATION, HERMAN MILLER INC, HILL ROM SERVICES INC, LEAR CORPORATION, MODINE MANUFACTURING COMPANY, NISSAN MOTOR CO LTD, NTN CORPORATION, OTIS ELEVATOR COMPANY, PARKER HANNIFIN CORPORATION, SIEMENS VDO AUTOMOTIVE CORPORATION, SIEMENS VDO AUTOMOTIVE INC, SIEMENS WESTINGHOUSE POWER CORPORATION, SPX CORPORATION, STEELCASE DEVELOPMENT CORPORATION, STERIS INC, THE STANLEY WORKS, THE TIMKEN COMPANY, TOYODA GOSEI CO LTD, UNITED TECHNOLOGIES CORPORATION, WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION"
"69",69,"UNITED TECHNOLOGIES CORPORATION",14,"ACUITY BRANDS INC, ACUSHNET COMPANY, ALLIANT TECHSYSTEMS INC, ALSTOM (SWITZERLAND) LTD, ALUMINUM COMPANY OF AMERICA, ARVINMERITOR GMBH, ASHLAND INC, ASHLAND PRODUCTS INC, AUTOLIV ASP INC, BORGWARNER INC, BRUNSWICK CORPORATION, CALLAWAY GOLF COMPANY, COLOR KINETICS INCORPORATED, DAIMLERCHRYSLER AG, DAIMLERCHRYSLER CORPORATION, DANA CORPORATION, DENSO CORPORATION, EATON CORPORATION, FISHER CONTROLS INTERNATIONAL INC, FMC TECHNOLOGIES INC, FORD GLOBAL TECHNOLOGIES INC, FORD MOTOR COMPANY, GENLYTE THOMAS GROUP LLC, GENTEX CORPORATION, HERMAN MILLER INC, HILL ROM SERVICES INC, LEAR CORPORATION, MODINE MANUFACTURING COMPANY, NISSAN MOTOR CO LTD, NTN CORPORATION, OTIS ELEVATOR COMPANY, PARKER HANNIFIN CORPORATION, SIEMENS VDO AUTOMOTIVE CORPORATION, SIEMENS VDO AUTOMOTIVE INC, SIEMENS WESTINGHOUSE POWER CORPORATION, SPX CORPORATION, STEELCASE DEVELOPMENT CORPORATION, STERIS INC, THE STANLEY WORKS, THE TIMKEN COMPANY, TOYODA GOSEI CO LTD, TOYOTA JIDOSHA KABUSHIKI KAISHA, WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION"
"70",70,"WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION",14,"ACUITY BRANDS INC, ACUSHNET COMPANY, ALLIANT TECHSYSTEMS INC, ALSTOM (SWITZERLAND) LTD, ALUMINUM COMPANY OF AMERICA, ARVINMERITOR GMBH, ASHLAND INC, ASHLAND PRODUCTS INC, AUTOLIV ASP INC, BORGWARNER INC, BRUNSWICK CORPORATION, CALLAWAY GOLF COMPANY, COLOR KINETICS INCORPORATED, DAIMLERCHRYSLER AG, DAIMLERCHRYSLER CORPORATION, DANA CORPORATION, DENSO CORPORATION, EATON CORPORATION, FISHER CONTROLS INTERNATIONAL INC, FMC TECHNOLOGIES INC, FORD GLOBAL TECHNOLOGIES INC, FORD MOTOR COMPANY, GENLYTE THOMAS GROUP LLC, GENTEX CORPORATION, HERMAN MILLER INC, HILL ROM SERVICES INC, LEAR CORPORATION, MODINE MANUFACTURING COMPANY, NISSAN MOTOR CO LTD, NTN CORPORATION, OTIS ELEVATOR COMPANY, PARKER HANNIFIN CORPORATION, SIEMENS VDO AUTOMOTIVE CORPORATION, SIEMENS VDO AUTOMOTIVE INC, SIEMENS WESTINGHOUSE POWER CORPORATION, SPX CORPORATION, STEELCASE DEVELOPMENT CORPORATION, STERIS INC, THE STANLEY WORKS, THE TIMKEN COMPANY, TOYODA GOSEI CO LTD, TOYOTA JIDOSHA KABUSHIKI KAISHA, UNITED TECHNOLOGIES CORPORATION"
"71",71,"DELPHI TECHNOLOGIES INC",16,"FORD GLOBAL TECHNOLOGIES LLC, GENERAL MOTORS CORPORATION, ROBERT BOSCH GMBH, VISTEON GLOBAL TECHNOLOGIES INC"
"72",72,"FORD GLOBAL TECHNOLOGIES LLC",16,"DELPHI TECHNOLOGIES INC, GENERAL MOTORS CORPORATION, ROBERT BOSCH GMBH, VISTEON GLOBAL TECHNOLOGIES INC"
"73",73,"GENERAL MOTORS CORPORATION",16,"DELPHI TECHNOLOGIES INC, FORD GLOBAL TECHNOLOGIES LLC, ROBERT BOSCH GMBH, VISTEON GLOBAL TECHNOLOGIES INC"
"74",74,"ROBERT BOSCH GMBH",16,"DELPHI TECHNOLOGIES INC, FORD GLOBAL TECHNOLOGIES LLC, GENERAL MOTORS CORPORATION, VISTEON GLOBAL TECHNOLOGIES INC"
"75",75,"VISTEON GLOBAL TECHNOLOGIES INC",16,"DELPHI TECHNOLOGIES INC, FORD GLOBAL TECHNOLOGIES LLC, GENERAL MOTORS CORPORATION, ROBERT BOSCH GMBH"
"76",76,"ABBOTT LABORATORIES",29,"AKZO NOBEL NV, ARCHER DANIELS MIDLAND COMPANY, ASTRAZENECA AB, AVENTIS PHARMA DEUTSCHLAND GMBH, AVENTIS PHARMA SA, BRISTOL MYERS SQUIBB COMPANY, CHIRON CORPORATION, CIBA SPECIALTY CHEMICALS CORPORATION, DIVERSA CORPORATION, DOW GLOBAL TECHNOLOGIES INC, EASTMAN CHEMICAL COMPANY, ELI LILLY AND COMPANY, GENENCOR INTERNATIONAL INC, GENENTECH INC, GERON CORPORATION, HUMAN GENOME SCIENCES INC, ISIS PHARMACEUTICALS INC, KAO CORPORATION, LARGE SCALE BIOLOGY CORPORATION, MAXYGEN INC, MERCK & CO INC, MILLENNIUM PHARMACEUTICALS INC, MONSANTO TECHNOLOGY LLC, NOVARTIS AG, PFIZER INC, SCHERING CORPORATION, UNILEVER HOME & PERSONAL CARE USA DIVISION OF CONOPCO INC, WYETH"
"77",77,"AKZO NOBEL NV",29,"ABBOTT LABORATORIES, ARCHER DANIELS MIDLAND COMPANY, ASTRAZENECA AB, AVENTIS PHARMA DEUTSCHLAND GMBH, AVENTIS PHARMA SA, BRISTOL MYERS SQUIBB COMPANY, CHIRON CORPORATION, CIBA SPECIALTY CHEMICALS CORPORATION, DIVERSA CORPORATION, DOW GLOBAL TECHNOLOGIES INC, EASTMAN CHEMICAL COMPANY, ELI LILLY AND COMPANY, GENENCOR INTERNATIONAL INC, GENENTECH INC, GERON CORPORATION, HUMAN GENOME SCIENCES INC, ISIS PHARMACEUTICALS INC, KAO CORPORATION, LARGE SCALE BIOLOGY CORPORATION, MAXYGEN INC, MERCK & CO INC, MILLENNIUM PHARMACEUTICALS INC, MONSANTO TECHNOLOGY LLC, NOVARTIS AG, PFIZER INC, SCHERING CORPORATION, UNILEVER HOME & PERSONAL CARE USA DIVISION OF CONOPCO INC, WYETH"
"78",78,"ARCHER DANIELS MIDLAND COMPANY",29,"ABBOTT LABORATORIES, AKZO NOBEL NV, ASTRAZENECA AB, AVENTIS PHARMA DEUTSCHLAND GMBH, AVENTIS PHARMA SA, BRISTOL MYERS SQUIBB COMPANY, CHIRON CORPORATION, CIBA SPECIALTY CHEMICALS CORPORATION, DIVERSA CORPORATION, DOW GLOBAL TECHNOLOGIES INC, EASTMAN CHEMICAL COMPANY, ELI LILLY AND COMPANY, GENENCOR INTERNATIONAL INC, GENENTECH INC, GERON CORPORATION, HUMAN GENOME SCIENCES INC, ISIS PHARMACEUTICALS INC, KAO CORPORATION, LARGE SCALE BIOLOGY CORPORATION, MAXYGEN INC, MERCK & CO INC, MILLENNIUM PHARMACEUTICALS INC, MONSANTO TECHNOLOGY LLC, NOVARTIS AG, PFIZER INC, SCHERING CORPORATION, UNILEVER HOME & PERSONAL CARE USA DIVISION OF CONOPCO INC, WYETH"
